Store Ranking,,,,,,,,,,,
Time:Latest 104 Weeks Thu-Wed Ending 012925,,,,,,,,,,,
Product:Soft-Drink,,,,,,,,,,,
Product2:Products by Vendor/Brand,,,,,,,,,,,
Vendor:All Vendors,,,,,,,,,,,
Sobeys Brand:All Brands,,,,,,,,,,,
Sobeys Sales Organizations:All Sales Organizations,,,,,,,,,,,
Geography,Location No,Store No,Store Name,Division Name,Format Name,Banners Name,Store Address,Store Status - 52 Weeks,City Name,Province Name,Postal Code
Store 154,24788,154,Store 154,NATIONAL DISCOUNT,DISCOUNT,FRESH CO,UNKNOWN,ACTIVE,UNKNOWN,MB,UNKNOWN
Store 155,25126,155,Store 155,NATIONAL DISCOUNT,DISCOUNT,FRESH CO,UNKNOWN,ACTIVE,UNKNOWN,ON,UNKNOWN
Store 156,24624,156,Store 156,NATIONAL DISCOUNT,DISCOUNT,FRESH CO,UNKNOWN,ACTIVE,UNKNOWN,SK,UNKNOWN
Store 157,25204,157,Store 157,NATIONAL DISCOUNT,DISCOUNT,FRESH CO,UNKNOWN,ACTIVE,UNKNOWN,SK,UNKNOWN
Store 158,24625,158,Store 158,NATIONAL DISCOUNT,DISCOUNT,FRESH CO,UNKNOWN,ACTIVE,UNKNOWN,SK,UNKNOWN
Store 159,24626,159,Store 159,NATIONAL DISCOUNT,DISCOUNT,FRESH CO,UNKNOWN,ACTIVE,UNKNOWN,SK,UNKNOWN
Store 160,24627,160,Store 160,NATIONAL DISCOUNT,DISCOUNT,FRESH CO,UNKNOWN,ACTIVE,UNKNOWN,SK,UNKNOWN
Store 161,11498,161,Store 161,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,NB,UNKNOWN
Store 162,22144,162,Store 162,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,NB,UNKNOWN
Store 163,10267,163,Store 163,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,NB,UNKNOWN
Store 164,21607,164,Store 164,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,NB,UNKNOWN
Store 165,11525,165,Store 165,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,NB,UNKNOWN
Store 166,10293,166,Store 166,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,NB,UNKNOWN
Store 167,10339,167,Store 167,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,NB,UNKNOWN
Store 168,21644,168,Store 168,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,NB,UNKNOWN
Store 169,21864,169,Store 169,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,NB,UNKNOWN
Store 170,21488,170,Store 170,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,NB,UNKNOWN
Store 171,10378,171,Store 171,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,NB,UNKNOWN
Store 172,21489,172,Store 172,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,NB,UNKNOWN
Store 173,10215,173,Store 173,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,NF,UNKNOWN
Store 174,10219,174,Store 174,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,INACTIVE,UNKNOWN,NF,UNKNOWN
Store 175,21589,175,Store 175,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,NF,UNKNOWN
Store 176,10224,176,Store 176,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,NF,UNKNOWN
Store 177,11499,177,Store 177,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,NF,UNKNOWN
Store 178,14184,178,Store 178,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,NF,UNKNOWN
Store 179,10233,179,Store 179,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,NF,UNKNOWN
Store 180,10238,180,Store 180,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,NF,UNKNOWN
Store 181,10246,181,Store 181,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,NF,UNKNOWN
Store 182,10248,182,Store 182,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,NF,UNKNOWN
Store 183,10275,183,Store 183,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,NF,UNKNOWN
Store 184,10281,184,Store 184,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,NF,UNKNOWN
Store 185,11521,185,Store 185,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,NF,UNKNOWN
Store 186,10292,186,Store 186,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,NF,UNKNOWN
Store 187,11524,187,Store 187,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,NF,UNKNOWN
Store 188,10308,188,Store 188,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,NF,UNKNOWN
Store 189,10312,189,Store 189,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,NF,UNKNOWN
Store 190,10322,190,Store 190,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,NF,UNKNOWN
Store 191,13664,191,Store 191,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,NF,UNKNOWN
Store 192,10370,192,Store 192,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,NF,UNKNOWN
Store 193,11551,193,Store 193,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,NF,UNKNOWN
Store 194,15704,194,Store 194,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,NF,UNKNOWN
Store 195,10375,195,Store 195,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,INACTIVE,UNKNOWN,NF,UNKNOWN
Store 196,22205,196,Store 196,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,INACTIVE,UNKNOWN,NF,UNKNOWN
Store 197,10392,197,Store 197,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,NF,UNKNOWN
Store 198,10395,198,Store 198,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,NF,UNKNOWN
Store 199,26044,199,Store 199,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,INACTIVE,UNKNOWN,NF,UNKNOWN
Store 200,10428,200,Store 200,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,NF,UNKNOWN
Store 201,14904,201,Store 201,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,NF,UNKNOWN
Store 202,10259,202,Store 202,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,NF,UNKNOWN
Store 203,10209,203,Store 203,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,NS,UNKNOWN
Store 204,21567,204,Store 204,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,NS,UNKNOWN
Store 205,21565,205,Store 205,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,NS,UNKNOWN
Store 206,16905,206,Store 206,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,NS,UNKNOWN
Store 207,21585,207,Store 207,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,NS,UNKNOWN
Store 208,10255,208,Store 208,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,NS,UNKNOWN
Store 209,21546,209,Store 209,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,NS,UNKNOWN
Store 210,10258,210,Store 210,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,NS,UNKNOWN
Store 211,15825,211,Store 211,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,NS,UNKNOWN
Store 212,10290,212,Store 212,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,NS,UNKNOWN
Store 213,21545,213,Store 213,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,NS,UNKNOWN
Store 214,10315,214,Store 214,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,NS,UNKNOWN
Store 215,21586,215,Store 215,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,NS,UNKNOWN
Store 216,10331,216,Store 216,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,NS,UNKNOWN
Store 217,21547,217,Store 217,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,NS,UNKNOWN
Store 218,10337,218,Store 218,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,NS,UNKNOWN
Store 219,21487,219,Store 219,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,NS,UNKNOWN
Store 220,21564,220,Store 220,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,NS,UNKNOWN
Store 221,21569,221,Store 221,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,NS,UNKNOWN
Store 222,21548,222,Store 222,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,NS,UNKNOWN
Store 223,21570,223,Store 223,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,NS,UNKNOWN
Store 224,10386,224,Store 224,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,NS,UNKNOWN
Store 225,10387,225,Store 225,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,NS,UNKNOWN
Store 226,10393,226,Store 226,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,NS,UNKNOWN
Store 227,10396,227,Store 227,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,NS,UNKNOWN
Store 228,10411,228,Store 228,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,INACTIVE,UNKNOWN,NS,UNKNOWN
Store 229,25606,229,Store 229,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,NEW,UNKNOWN,NS,UNKNOWN
Store 230,10422,230,Store 230,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,NS,UNKNOWN
Store 231,10426,231,Store 231,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,NS,UNKNOWN
Store 232,10438,232,Store 232,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,NS,UNKNOWN
Store 233,10243,233,Store 233,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,NS,UNKNOWN
Store 234,10256,234,Store 234,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,NS,UNKNOWN
Store 235,21568,235,Store 235,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,NS,UNKNOWN
Store 236,10231,236,Store 236,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,PE,UNKNOWN
Store 237,21490,237,Store 237,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,PE,UNKNOWN
Store 238,21591,238,Store 238,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,PE,UNKNOWN
Store 239,21606,239,Store 239,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,PE,UNKNOWN
Store 240,21590,240,Store 240,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,PE,UNKNOWN
Store 241,21628,241,Store 241,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,PE,UNKNOWN
Store 242,21604,242,Store 242,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,PE,UNKNOWN
Store 243,11210,243,Store 243,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,INACTIVE,UNKNOWN,ON,UNKNOWN
Store 244,11214,244,Store 244,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,ON,UNKNOWN
Store 245,11667,245,Store 245,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,ON,UNKNOWN
Store 246,19244,246,Store 246,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,ON,UNKNOWN
Store 247,14287,247,Store 247,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,ON,UNKNOWN
Store 248,11722,248,Store 248,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,INACTIVE,UNKNOWN,ON,UNKNOWN
Store 249,16750,249,Store 249,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,ON,UNKNOWN
Store 250,11735,250,Store 250,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,INACTIVE,UNKNOWN,ON,UNKNOWN
Store 251,11229,251,Store 251,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,ON,UNKNOWN
Store 252,11711,252,Store 252,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,ON,UNKNOWN
Store 253,11234,253,Store 253,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,ON,UNKNOWN
Store 254,11668,254,Store 254,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,ON,UNKNOWN
Store 255,11243,255,Store 255,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,ON,UNKNOWN
Store 256,11659,256,Store 256,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,ON,UNKNOWN
Store 257,11688,257,Store 257,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,ON,UNKNOWN
Store 258,11676,258,Store 258,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,ON,UNKNOWN
Store 259,11706,259,Store 259,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,ON,UNKNOWN
Store 260,11651,260,Store 260,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,ON,UNKNOWN
Store 261,11253,261,Store 261,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,ON,UNKNOWN
Store 262,11585,262,Store 262,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,ON,UNKNOWN
Store 263,11660,263,Store 263,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,ON,UNKNOWN
Store 264,15504,264,Store 264,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,ON,UNKNOWN
Store 265,11259,265,Store 265,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,ON,UNKNOWN
Store 266,11699,266,Store 266,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,ON,UNKNOWN
Store 267,11262,267,Store 267,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,ON,UNKNOWN
Store 268,11726,268,Store 268,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,INACTIVE,UNKNOWN,ON,UNKNOWN
Store 269,25005,269,Store 269,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,ON,UNKNOWN
Store 270,11264,270,Store 270,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,INACTIVE,UNKNOWN,ON,UNKNOWN
Store 271,11265,271,Store 271,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,ON,UNKNOWN
Store 272,11268,272,Store 272,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,INACTIVE,UNKNOWN,ON,UNKNOWN
Store 273,11269,273,Store 273,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,ON,UNKNOWN
Store 274,11271,274,Store 274,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,ON,UNKNOWN
Store 275,11678,275,Store 275,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,ON,UNKNOWN
Store 276,11697,276,Store 276,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,ON,UNKNOWN
Store 277,11274,277,Store 277,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,ON,UNKNOWN
Store 278,11692,278,Store 278,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,ON,UNKNOWN
Store 279,11698,279,Store 279,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,ON,UNKNOWN
Store 280,11275,280,Store 280,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,ON,UNKNOWN
Store 281,21786,281,Store 281,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,ON,UNKNOWN
Store 282,14288,282,Store 282,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,ON,UNKNOWN
Store 283,11278,283,Store 283,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,ON,UNKNOWN
Store 284,11710,284,Store 284,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,ON,UNKNOWN
Store 285,11282,285,Store 285,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,ON,UNKNOWN
Store 286,11285,286,Store 286,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,ON,UNKNOWN
Store 287,11287,287,Store 287,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,ON,UNKNOWN
Store 288,11288,288,Store 288,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,ON,UNKNOWN
Store 289,11693,289,Store 289,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,ON,UNKNOWN
Store 290,11289,290,Store 290,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,ON,UNKNOWN
Store 291,15785,291,Store 291,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,INACTIVE,UNKNOWN,ON,UNKNOWN
Store 292,23264,292,Store 292,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,ON,UNKNOWN
Store 293,12283,293,Store 293,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,ON,UNKNOWN
Store 294,11298,294,Store 294,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,ON,UNKNOWN
Store 295,11638,295,Store 295,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,INACTIVE,UNKNOWN,ON,UNKNOWN
Store 296,11737,296,Store 296,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,ON,UNKNOWN
Store 297,11713,297,Store 297,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,ON,UNKNOWN
Store 298,11302,298,Store 298,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,ON,UNKNOWN
Store 299,11709,299,Store 299,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,ON,UNKNOWN
Store 300,11695,300,Store 300,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,ON,UNKNOWN
Store 301,11720,301,Store 301,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,ON,UNKNOWN
Store 302,11306,302,Store 302,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,ON,UNKNOWN
Store 303,11719,303,Store 303,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,ON,UNKNOWN
Store 304,15405,304,Store 304,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,ON,UNKNOWN
Store 305,15407,305,Store 305,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,ON,UNKNOWN
Store 306,23265,306,Store 306,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,ON,UNKNOWN
Store 307,11319,307,Store 307,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,ON,UNKNOWN
Store 308,11731,308,Store 308,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,ON,UNKNOWN
Store 309,11685,309,Store 309,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,INACTIVE,UNKNOWN,ON,UNKNOWN
Store 310,11625,310,Store 310,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,INACTIVE,UNKNOWN,ON,UNKNOWN
Store 311,11677,311,Store 311,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,ON,UNKNOWN
Store 312,11703,312,Store 312,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,INACTIVE,UNKNOWN,ON,UNKNOWN
Store 313,25106,313,Store 313,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,ON,UNKNOWN
Store 314,11728,314,Store 314,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,ON,UNKNOWN
Store 315,11329,315,Store 315,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,ON,UNKNOWN
Store 316,11653,316,Store 316,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,INACTIVE,UNKNOWN,ON,UNKNOWN
Store 317,23544,317,Store 317,NATL FS+COMM+THRIFTY,NATL COMMUNITY,FOODLAND,UNKNOWN,ACTIVE,UNKNOWN,ON,UNKNOWN
